transaction_id,account_id,transaction_date,amount,currency,transaction_type,counterparty_name,counterparty_country,channel
TXN000032,ACCT00060,2025-01-05 00:00:00,2911.84,USD,Withdrawal,Nova Freight,India,Wire
TXN000033,ACCT00062,2025-01-05 00:00:00,619.18,USD,Deposit,Fatima Garcia,UAE,Wire
TXN000034,ACCT00157,2025-01-05 00:00:00,1312.09,USD,Withdrawal,Liam Wilson,Singapore,ATM
TXN000035,ACCT00291,2025-01-05 00:00:00,302.07,USD,WireTransfer,David Hernandez,United Kingdom,Wire
TXN000036,ACCT00189,2025-01-05 00:00:00,257.66,USD,Withdrawal,Summit Imports,Japan,ATM
TXN000037,ACCT00235,2025-01-05 00:00:00,508.26,USD,Withdrawal,Elizabeth Brown,India,Wire
TXN000038,ACCT00285,2025-01-05 00:00:00,1065.87,USD,CashDeposit,Arjun Miller,Singapore,Branch
TXN000039,ACCT00025,2025-01-05 00:00:00,115.18,USD,CashDeposit,Elizabeth Clark,Myanmar,Online
TXN000040,ACCT00206,2025-01-06 00:00:00,986.14,USD,ACH,David Anderson,UAE,Branch
TXN000041,ACCT00144,2025-01-06 00:00:00,825.77,USD,CashDeposit,Mia Green,Canada,Online
TXN000042,ACCT00304,2025-01-06 00:00:00,5701.49,USD,WireTransfer,Wei Jones,Ireland,Wire
TXN000043,ACCT00014,2025-01-06 00:00:00,508.32,USD,Deposit,Olga Robinson,Myanmar,ATM
TXN000044,ACCT00002,2025-01-06 00:00:00,5000.0,USD,CashDeposit,Richard Moore,Myanmar,Branch
TXN000045,ACCT00227,2025-01-06 00:00:00,200.36,USD,Deposit,Charles Ramirez,Netherlands,ATM
TXN000046,ACCT00252,2025-01-06 00:00:00,1210.44,USD,Withdrawal,Anchor Trading,Spain,Online
TXN000047,ACCT00210,2025-01-06 00:00:00,260.73,USD,CashDeposit,Noah Harris,France,Branch
TXN000048,ACCT00314,2025-01-06 00:00:00,672.42,USD,Deposit,Pacific Partners,Spain,Online
TXN000049,ACCT00137,2025-01-06 00:00:00,799.39,USD,WireTransfer,Barbara Taylor,UAE,Online
TXN000050,ACCT00078,2025-01-06 00:00:00,2289.51,USD,Deposit,Emma Ramirez,United Kingdom,Branch
TXN000051,ACCT00041,2025-01-06 00:00:00,78280.32,USD,WireTransfer,Horizon Trading,Afghanistan,Wire
TXN000052,ACCT00141,2025-01-06 00:00:00,539.45,USD,WireTransfer,Nova Trading,Singapore,Online
TXN000053,ACCT00309,2025-01-06 00:00:00,338.24,USD,WireTransfer,Robert Hernandez,Canada,Online
TXN000054,ACCT00113,2025-01-06 00:00:00,3679.8,USD,Deposit,Elizabeth Jackson,United States,ATM
TXN000055,ACCT00028,2025-01-07 00:00:00,1221.17,USD,Deposit,Jennifer Hill,Venezuela,Online
TXN000056,ACCT00170,2025-01-07 00:00:00,1173.73,USD,Withdrawal,Summit Holdings,United Kingdom,Branch
TXN000057,ACCT00153,2025-01-07 00:00:00,133.85,USD,ACH,Silver Holdings,Australia,Wire
TXN000058,ACCT00319,2025-01-07 00:00:00,100.73,USD,Deposit,Jennifer Gonzalez,Germany,Wire
TXN000059,ACCT00008,2025-01-07 00:00:00,880.04,USD,Deposit,Summit Traders,Afghanistan,ATM
TXN000060,ACCT00001,2025-01-07 00:00:00,20000.0,USD,WireTransfer,Camila Williams,Japan,Branch
TXN000061,ACCT00102,2025-01-07 00:00:00,240.85,USD,Withdrawal,Ethan Young,India,Wire
TXN000062,ACCT00277,2025-01-07 00:00:00,795.28,USD,CashDeposit,Ethan Harris,Ireland,Branch
TXN000063,ACCT00289,2025-01-07 00:00:00,359.85,USD,Withdrawal,Global Ventures,Switzerland,Branch
TXN000064,ACCT00200,2025-01-07 00:00:00,297.58,USD,WireTransfer,Noah Lewis,United States,Online
TXN000065,ACCT00080,2025-01-07 00:00:00,721.86,USD,WireTransfer,Ava Williams,Japan,Wire
TXN000066,ACCT00324,2025-01-07 00:00:00,695.31,USD,Deposit,Jessica Moore,Germany,ATM
TXN000067,ACCT00268,2025-01-07 00:00:00,295.18,USD,Withdrawal,Karen Wright,Switzerland,Wire
TXN000068,ACCT00020,2025-01-07 00:00:00,93443.96,USD,WireTransfer,Falcon Capital,Iran,Wire
TXN000069,ACCT00277,2025-01-07 00:00:00,1200.41,USD,WireTransfer,Sven Taylor,United Kingdom,Wire
TXN000070,ACCT00146,2025-01-08 00:00:00,806.12,USD,WireTransfer,Karen King,United States,ATM
TXN000071,ACCT00062,2025-01-08 00:00:00,546.56,USD,Withdrawal,Anchor Imports,Netherlands,ATM
TXN000072,ACCT00142,2025-01-08 00:00:00,316.71,USD,Withdrawal,Jennifer Young,Singapore,ATM
TXN000073,ACCT00297,2025-01-08 00:00:00,609.56,USD,Deposit,Crown Holdings,Canada,Wire
TXN000074,ACCT00255,2025-01-08 00:00:00,105.0,USD,CashDeposit,Elizabeth Gonzalez,Ireland,Wire
TXN000075,ACCT00279,2025-01-08 00:00:00,904.71,USD,Withdrawal,Mary Jones,United Kingdom,Online
TXN000076,ACCT00062,2025-01-08 00:00:00,469.07,USD,ACH,Emma White,Australia,Online
TXN000077,ACCT00322,2025-01-08 00:00:00,216.98,USD,WireTransfer,Susan Smith,United States,ATM
TXN000078,ACCT00068,2025-01-08 00:00:00,984.45,USD,WireTransfer,Richard Wilson,Germany,Wire
TXN000079,ACCT00319,2025-01-08 00:00:00,603.57,USD,Withdrawal,Falcon Ventures,United Kingdom,ATM
TXN000080,ACCT00162,2025-01-08 00:00:00,1182.29,USD,WireTransfer,Mateo Jackson,Canada,ATM
TXN000081,ACCT00079,2025-01-08 00:00:00,175.7,USD,Deposit,Camila White,Netherlands,Online
TXN000082,ACCT00244,2025-01-08 00:00:00,385.35,USD,ACH,Karen Anderson,Netherlands,Branch
TXN000083,ACCT00329,2025-01-08 00:00:00,362.32,USD,Withdrawal,Richard Rodriguez,Switzerland,ATM
TXN000084,ACCT00317,2025-01-08 00:00:00,949.02,USD,WireTransfer,Ethan Smith,Germany,Branch
TXN000085,ACCT00003,2025-01-09 00:00:00,373.57,USD,WireTransfer,Mary Flores,Japan,ATM
TXN000086,ACCT00256,2025-01-09 00:00:00,790.41,USD,ACH,Olga Hernandez,India,Wire
TXN000087,ACCT00304,2025-01-09 00:00:00,1680.53,USD,ACH,Jennifer Martinez,Japan,Branch
TXN000088,ACCT00222,2025-01-09 00:00:00,432.37,USD,Deposit,Summit Freight,Canada,ATM
TXN000089,ACCT00327,2025-01-09 00:00:00,124.85,USD,ACH,Summit Holdings,Ireland,ATM
TXN000090,ACCT00261,2025-01-09 00:00:00,677.78,USD,CashDeposit,Charles Taylor,Ireland,ATM
TXN000091,ACCT00200,2025-01-09 00:00:00,617.73,USD,Deposit,Liam Torres,Netherlands,Online
TXN000092,ACCT00169,2025-01-09 00:00:00,804.05,USD,ACH,Michael Lewis,Australia,Wire
TXN000093,ACCT00268,2025-01-09 00:00:00,2882.87,USD,Deposit,Silver Imports,India,Online
TXN000094,ACCT00137,2025-01-09 00:00:00,820.29,USD,CashDeposit,Ahmed Taylor,UAE,Branch
TXN000095,ACCT00301,2025-01-09 00:00:00,507.61,USD,Withdrawal,Michael Wilson,Japan,ATM
TXN000096,ACCT00270,2025-01-10 00:00:00,229.01,USD,Deposit,Diego Miller,France,Branch
TXN000097,ACCT00108,2025-01-10 00:00:00,591.07,USD,Deposit,Atlas Imports,United States,Online
TXN000098,ACCT00108,2025-01-10 00:00:00,449.55,USD,WireTransfer,David Martin,Germany,Branch
TXN000099,ACCT00310,2025-01-10 00:00:00,749.64,USD,Deposit,Robert Johnson,United Kingdom,Wire
TXN000100,ACCT00050,2025-01-10 00:00:00,311.87,USD,CashDeposit,Olga Hill,Spain,Branch
TXN000101,ACCT00093,2025-01-10 00:00:00,3533.01,USD,Deposit,Arjun Harris,Canada,Wire
TXN000102,ACCT00090,2025-01-10 00:00:00,3318.76,USD,ACH,Global Freight,United States,Wire
TXN000103,ACCT00062,2025-01-10 00:00:00,433.5,USD,Withdrawal,Prime Ventures,Singapore,Branch
TXN000104,ACCT00303,2025-01-11 00:00:00,880.54,USD,WireTransfer,Union Logistics,United Kingdom,ATM
TXN000105,ACCT00253,2025-01-11 00:00:00,827.18,USD,WireTransfer,Diego Ramirez,India,Online
TXN000106,ACCT00202,2025-01-11 00:00:00,181.98,USD,CashDeposit,Horizon Holdings,Singapore,Branch
TXN000107,ACCT00270,2025-01-11 00:00:00,4538.57,USD,WireTransfer,Sofia Jones,Singapore,Online
TXN000108,ACCT00113,2025-01-11 00:00:00,2125.75,USD,Withdrawal,Linda Perez,Switzerland,Wire
TXN000109,ACCT00120,2025-01-11 00:00:00,223.54,USD,CashDeposit,Union Imports,France,Branch
TXN000110,ACCT00245,2025-01-11 00:00:00,809.41,USD,Deposit,Thomas Thomas,Germany,Branch
TXN000111,ACCT00287,2025-01-11 00:00:00,688.64,USD,Deposit,William Perez,India,Wire
TXN000112,ACCT00048,2025-01-11 00:00:00,5000.0,USD,WireTransfer,Chloe Green,Spain,Branch
TXN000113,ACCT00209,2025-01-11 00:00:00,2164.03,USD,Deposit,Arjun Thompson,Australia,Branch
TXN000114,ACCT00181,2025-01-12 00:00:00,793.74,USD,WireTransfer,Mateo Rodriguez,Germany,Wire
TXN000115,ACCT00251,2025-01-12 00:00:00,1283.52,USD,Deposit,Sarah Jackson,Japan,Wire
TXN000116,ACCT00026,2025-01-12 00:00:00,22634.08,USD,WireTransfer,William Flores,North Korea,Wire
TXN000117,ACCT00322,2025-01-12 00:00:00,336.8,USD,CashDeposit,Elizabeth Thomas,Japan,Branch
TXN000118,ACCT00231,2025-01-12 00:00:00,1816.37,USD,ACH,Liam Martin,France,Wire
TXN000119,ACCT00038,2025-01-12 00:00:00,814.78,USD,CashDeposit,Thomas Scott,Iran,Online
TXN000120,ACCT00201,2025-01-12 00:00:00,557.37,USD,CashDeposit,Wei Walker,Singapore,Wire
TXN000121,ACCT00271,2025-01-12 00:00:00,930.89,USD,CashDeposit,John Scott,Switzerland,ATM
TXN000122,ACCT00146,2025-01-12 00:00:00,541.46,USD,CashDeposit,Ethan Davis,Canada,Branch
TXN000123,ACCT00088,2025-01-12 00:00:00,1800.91,USD,Deposit,Jennifer King,Switzerland,Wire
TXN000124,ACCT00026,2025-01-12 04:00:00,21633.03,USD,WireTransfer,Karen Thomas,North Korea,Wire
TXN000125,ACCT00293,2025-01-13 00:00:00,1353.64,USD,Withdrawal,David Jones,Spain,Wire
TXN000126,ACCT00213,2025-01-13 00:00:00,1408.92,USD,Withdrawal,Elizabeth Sanchez,Japan,ATM
TXN000127,ACCT00223,2025-01-13 00:00:00,623.49,USD,ACH,Diego Johnson,Australia,Wire
TXN000128,ACCT00085,2025-01-13 00:00:00,647.23,USD,ACH,Delta Exchange,Ireland,Wire
TXN000129,ACCT00163,2025-01-13 00:00:00,459.77,USD,WireTransfer,Fatima Walker,Australia,ATM
TXN000130,ACCT00172,2025-01-13 00:00:00,5661.15,USD,WireTransfer,Diego Wilson,Ireland,Wire
TXN000131,ACCT00048,2025-01-13 00:00:00,2466.47,USD,ACH,Global Logistics,United States,ATM
TXN000132,ACCT00261,2025-01-14 00:00:00,456.55,USD,ACH,Sofia Lee,Japan,ATM
TXN000133,ACCT00095,2025-01-14 00:00:00,1271.92,USD,WireTransfer,Wei Clark,Canada,Wire
TXN000134,ACCT00258,2025-01-14 00:00:00,173.46,USD,CashDeposit,John Green,France,Wire
TXN000135,ACCT00305,2025-01-14 00:00:00,688.58,USD,CashDeposit,Delta Holdings,Canada,ATM
TXN000136,ACCT00242,2025-01-14 00:00:00,422.8,USD,WireTransfer,David Wright,United Kingdom,ATM
TXN000137,ACCT00118,2025-01-15 00:00:00,770.31,USD,Deposit,Crown Holdings,Spain,ATM
TXN000138,ACCT00099,2025-01-15 00:00:00,206.46,USD,WireTransfer,Jessica White,Germany,ATM
TXN000139,ACCT00030,2025-01-15 00:00:00,114.11,USD,WireTransfer,Emma Scott,Myanmar,Online
TXN000140,ACCT00111,2025-01-15 00:00:00,589.7,USD,ACH,Anchor Freight,Ireland,Wire
TXN000141,ACCT00032,2025-01-15 00:00:00,1668.75,USD,ACH,Joseph Wilson,Myanmar,Branch
TXN000142,ACCT00095,2025-01-15 00:00:00,303.42,USD,CashDeposit,Wei Hill,United Kingdom,Branch
TXN000143,ACCT00150,2025-01-15 00:00:00,1055.93,USD,Withdrawal,Prime Capital,Spain,Branch
TXN000144,ACCT00206,2025-01-15 00:00:00,289.15,USD,Deposit,Metro Trading,Japan,ATM
TXN000145,ACCT00019,2025-01-16 00:00:00,176.52,USD,Withdrawal,William Robinson,Myanmar,ATM
TXN000146,ACCT00278,2025-01-16 00:00:00,2843.0,USD,ACH,Sunrise Group,Netherlands,Online
TXN000147,ACCT00328,2025-01-16 00:00:00,2198.39,USD,Deposit,Ava Ramirez,United States,Wire
TXN000148,ACCT00279,2025-01-16 00:00:00,2571.39,USD,CashDeposit,James Torres,UAE,Wire
TXN000149,ACCT00026,2025-01-16 00:00:00,4942.24,USD,WireTransfer,Falcon Freight,North Korea,Wire
TXN000150,ACCT00319,2025-01-16 00:00:00,314.08,USD,Deposit,Arjun Johnson,India,ATM
TXN000151,ACCT00192,2025-01-16 00:00:00,1417.7,USD,ACH,Fatima Taylor,France,Online
TXN000152,ACCT00318,2025-01-17 00:00:00,69.32,USD,CashDeposit,Olga Clark,Ireland,ATM
TXN000153,ACCT00286,2025-01-17 00:00:00,274.45,USD,ACH,Emma Miller,United States,ATM
TXN000154,ACCT00249,2025-01-17 00:00:00,379.2,USD,Deposit,Mary Johnson,Ireland,Branch
TXN000155,ACCT00325,2025-01-17 00:00:00,366.67,USD,Deposit,Global Ventures,Netherlands,Wire
TXN000156,ACCT00116,2025-01-17 00:00:00,147.71,USD,CashDeposit,Prime Exchange,United States,Wire
TXN000157,ACCT00277,2025-01-17 00:00:00,715.65,USD,ACH,Charles Robinson,France,ATM
TXN000158,ACCT00022,2025-01-17 00:00:00,734.17,USD,ACH,Linda Thomas,North Korea,ATM
TXN000159,ACCT00247,2025-01-17 00:00:00,344.83,USD,Deposit,Karen Ramirez,Australia,Online
TXN000160,ACCT00005,2025-01-17 00:00:00,445.69,USD,WireTransfer,Sven White,Syria,Wire
TXN000161,ACCT00064,2025-01-17 00:00:00,995.64,USD,Withdrawal,Global Partners,India,Branch
TXN000162,ACCT00237,2025-01-17 00:00:00,560.06,USD,WireTransfer,Yuki Sanchez,United Kingdom,Wire
TXN000163,ACCT00247,2025-01-18 00:00:00,877.19,USD,CashDeposit,Sven Miller,Switzerland,Online
TXN000164,ACCT00031,2025-01-18 00:00:00,234.51,USD,CashDeposit,Sunrise Imports,Libya,Online
TXN000165,ACCT00129,2025-01-18 00:00:00,377.02,USD,Deposit,Metro Logistics,Singapore,Branch
TXN000166,ACCT00237,2025-01-18 00:00:00,1358.75,USD,WireTransfer,Prime Trading,Japan,Online
TXN000167,ACCT00325,2025-01-18 00:00:00,475.06,USD,CashDeposit,Emma Taylor,Singapore,ATM
TXN000168,ACCT00287,2025-01-18 00:00:00,134.25,USD,Deposit,Lucas Smith,India,Wire
TXN000169,ACCT00159,2025-01-18 00:00:00,724.38,USD,Withdrawal,Lucas Scott,Australia,Branch
TXN000170,ACCT00294,2025-01-18 00:00:00,161.54,USD,ACH,Sofia Robinson,Canada,Wire
TXN000171,ACCT00264,2025-01-18 00:00:00,242.11,USD,CashDeposit,Sofia Lopez,Switzerland,Online
TXN000172,ACCT00079,2025-01-18 00:00:00,6763.73,USD,Deposit,Mia Walker,UAE,Wire
TXN000173,ACCT00223,2025-01-18 00:00:00,181.03,USD,WireTransfer,John Jones,Singapore,Wire
TXN000174,ACCT00319,2025-01-18 00:00:00,366.35,USD,ACH,Atlas Group,United Kingdom,Online
TXN000175,ACCT00317,2025-01-18 00:00:00,98.47,USD,Withdrawal,Ava Jones,Germany,ATM
TXN000176,ACCT00192,2025-01-18 00:00:00,240.64,USD,Withdrawal,Ethan Wright,United States,Wire
TXN000177,ACCT00230,2025-01-19 00:00:00,214.29,USD,CashDeposit,Ahmed Perez,United Kingdom,Branch
TXN000178,ACCT00277,2025-01-19 00:00:00,7983.96,USD,Deposit,Camila Walker,UAE,Branch
TXN000179,ACCT00100,2025-01-19 00:00:00,276.45,USD,ACH,Diego Davis,United Kingdom,ATM
TXN000180,ACCT00241,2025-01-19 00:00:00,2089.35,USD,ACH,Mary White,United States,Online
TXN000181,ACCT00184,2025-01-19 00:00:00,495.33,USD,Withdrawal,Atlas Capital,Singapore,Online
TXN000182,ACCT00242,2025-01-20 00:00:00,893.75,USD,Deposit,David Taylor,France,Branch
TXN000183,ACCT00170,2025-01-20 00:00:00,330.76,USD,ACH,Ava Young,United Kingdom,Wire
TXN000184,ACCT00222,2025-01-20 00:00:00,1278.18,USD,ACH,Prime Holdings,India,Branch
TXN000185,ACCT00002,2025-01-20 00:00:00,10000.0,USD,CashDeposit,Crown Traders,Venezuela,Branch
TXN000186,ACCT00230,2025-01-20 00:00:00,598.11,USD,WireTransfer,Pacific Logistics,Ireland,Wire
TXN000187,ACCT00173,2025-01-20 00:00:00,112.9,USD,WireTransfer,Elizabeth Lopez,Netherlands,Branch
TXN000188,ACCT00202,2025-01-20 00:00:00,263.3,USD,CashDeposit,Charles Miller,Ireland,Branch
TXN000189,ACCT00238,2025-01-20 00:00:00,280.04,USD,Deposit,Chloe White,UAE,ATM
TXN000190,ACCT00219,2025-01-20 00:00:00,1654.68,USD,ACH,Barbara Smith,Spain,Wire
TXN000191,ACCT00142,2025-01-20 00:00:00,5452.37,USD,WireTransfer,Jennifer Garcia,United Kingdom,Online
TXN000192,ACCT00004,2025-01-20 00:00:00,1715.77,USD,Deposit,Priya Jackson,North Korea,ATM
TXN000193,ACCT00114,2025-01-20 00:00:00,286.22,USD,CashDeposit,Horizon Ventures,Australia,Online
TXN000194,ACCT00207,2025-01-20 00:00:00,2314.37,USD,ACH,John Thomas,Canada,Online
TXN000195,ACCT00054,2025-01-21 00:00:00,2991.11,USD,CashDeposit,Nova Logistics,United States,Online
TXN000196,ACCT00107,2025-01-21 00:00:00,2180.67,USD,CashDeposit,Fatima Martin,Canada,Online
TXN000197,ACCT00199,2025-01-21 00:00:00,1167.8,USD,ACH,Diego Hill,Canada,ATM
TXN000198,ACCT00263,2025-01-21 00:00:00,2660.71,USD,Deposit,Joseph Hill,Ireland,Online
TXN000199,ACCT00317,2025-01-21 00:00:00,384.98,USD,WireTransfer,Joseph Garcia,Switzerland,Branch
TXN000200,ACCT00136,2025-01-21 00:00:00,877.76,USD,Withdrawal,Anchor Trading,United Kingdom,ATM
TXN000201,ACCT00209,2025-01-21 00:00:00,1000.85,USD,Withdrawal,William Johnson,India,Wire
TXN000202,ACCT00242,2025-01-21 00:00:00,1664.56,USD,WireTransfer,Sarah Brown,Canada,Wire
TXN000203,ACCT00092,2025-01-21 00:00:00,905.81,USD,Deposit,Silver Enterprises,India,ATM
TXN000204,ACCT00215,2025-01-21 00:00:00,449.23,USD,CashDeposit,David Young,UAE,Branch
TXN000205,ACCT00129,2025-01-21 00:00:00,645.39,USD,Withdrawal,Metro Ventures,Switzerland,Online
TXN000206,ACCT00285,2025-01-22 00:00:00,106.58,USD,ACH,Falcon Holdings,UAE,ATM
TXN000207,ACCT00304,2025-01-22 00:00:00,194.39,USD,Withdrawal,Mia Sanchez,Australia,ATM
TXN000208,ACCT00207,2025-01-22 00:00:00,1722.36,USD,CashDeposit,Horizon Trading,Ireland,Online
TXN000209,ACCT00226,2025-01-22 00:00:00,456.21,USD,Deposit,Sarah Rodriguez,Canada,ATM
TXN000210,ACCT00250,2025-01-22 00:00:00,1965.18,USD,CashDeposit,Sven Wilson,Switzerland,Branch
TXN000211,ACCT00243,2025-01-22 00:00:00,309.25,USD,ACH,Thomas Hernandez,Japan,ATM
TXN000212,ACCT00082,2025-01-22 00:00:00,1081.93,USD,ACH,Ava Robinson,Germany,Branch
TXN000213,ACCT00011,2025-01-22 00:00:00,15000.0,USD,WireTransfer,Richard Wilson,Venezuela,Branch
TXN000214,ACCT00133,2025-01-22 00:00:00,35.15,USD,CashDeposit,Ava Anderson,United Kingdom,Wire
TXN000215,ACCT00021,2025-01-22 00:00:00,321.08,USD,ACH,Jessica Martin,Canada,Online
TXN000216,ACCT00254,2025-01-22 00:00:00,554.8,USD,Withdrawal,Fatima Harris,Singapore,Branch
TXN000217,ACCT00007,2025-01-23 00:00:00,996.07,USD,ACH,Patricia Rodriguez,Myanmar,Wire
TXN000218,ACCT00137,2025-01-23 00:00:00,399.83,USD,Withdrawal,Sunrise Freight,Ireland,Online
TXN000219,ACCT00174,2025-01-23 00:00:00,406.52,USD,WireTransfer,Barbara Smith,UAE,Online
TXN000220,ACCT00245,2025-01-23 00:00:00,849.65,USD,Withdrawal,John Miller,Japan,Wire
TXN000221,ACCT00014,2025-01-23 00:00:00,2051.99,USD,CashDeposit,Diego Miller,Australia,Wire
TXN000222,ACCT00163,2025-01-23 00:00:00,169.7,USD,CashDeposit,Metro Enterprises,Australia,Online
TXN000223,ACCT00299,2025-01-23 00:00:00,3005.04,USD,ACH,Ava Thompson,France,ATM
TXN000224,ACCT00272,2025-01-24 00:00:00,1454.08,USD,ACH,Jennifer Lopez,Australia,Wire
TXN000225,ACCT00001,2025-01-24 00:00:00,198.14,USD,ACH,Charles Jones,Myanmar,Branch
TXN000226,ACCT00005,2025-01-24 00:00:00,277.33,USD,ACH,John Walker,Singapore,ATM
TXN000227,ACCT00136,2025-01-24 00:00:00,547.94,USD,CashDeposit,Richard Sanchez,Ireland,Branch
TXN000228,ACCT00142,2025-01-24 00:00:00,482.95,USD,Deposit,James Thompson,Canada,ATM
TXN000229,ACCT00253,2025-01-24 00:00:00,249.93,USD,CashDeposit,Diego Johnson,Canada,Branch
TXN000230,ACCT00280,2025-01-24 00:00:00,6686.97,USD,ACH,Sarah Garcia,Switzerland,Wire
TXN000231,ACCT00161,2025-01-24 00:00:00,1539.08,USD,Deposit,Global Logistics,Spain,Online
TXN000232,ACCT00027,2025-01-24 00:00:00,1490.09,USD,ACH,Summit Ventures,Spain,Branch
TXN000233,ACCT00294,2025-01-24 00:00:00,827.6,USD,CashDeposit,Linda King,Japan,Online
TXN000234,ACCT00286,2025-01-24 00:00:00,522.87,USD,CashDeposit,Silver Freight,Canada,ATM
TXN000235,ACCT00150,2025-01-25 00:00:00,804.09,USD,WireTransfer,Chloe Harris,France,Branch
TXN000236,ACCT00314,2025-01-25 00:00:00,1165.69,USD,WireTransfer,Diego Ramirez,United Kingdom,ATM
TXN000237,ACCT00277,2025-01-25 00:00:00,1510.44,USD,ACH,Fatima Taylor,Spain,ATM
TXN000238,ACCT00301,2025-01-25 00:00:00,1208.17,USD,Withdrawal,Sarah Ramirez,Spain,Online
TXN000239,ACCT00228,2025-01-25 00:00:00,2131.57,USD,Withdrawal,Jennifer Green,UAE,Branch
TXN000240,ACCT00064,2025-01-26 00:00:00,1266.82,USD,WireTransfer,James Wilson,Netherlands,Online
TXN000241,ACCT00301,2025-01-26 00:00:00,281.8,USD,Withdrawal,Emma Lewis,Switzerland,Branch
TXN000242,ACCT00149,2025-01-26 00:00:00,465.24,USD,ACH,Sven Davis,United States,Wire
TXN000243,ACCT00212,2025-01-26 00:00:00,452.59,USD,Deposit,Richard Walker,Australia,Wire
TXN000244,ACCT00189,2025-01-26 00:00:00,331.37,USD,ACH,Anchor Exchange,Japan,Wire
TXN000245,ACCT00328,2025-01-26 00:00:00,687.05,USD,Deposit,Global Imports,Ireland,Branch
TXN000246,ACCT00249,2025-01-26 00:00:00,358.14,USD,CashDeposit,Jennifer Perez,Germany,Branch
TXN000247,ACCT00128,2025-01-27 00:00:00,1739.62,USD,Deposit,Elizabeth Sanchez,Netherlands,ATM
TXN000248,ACCT00328,2025-01-27 00:00:00,385.28,USD,CashDeposit,Charles Robinson,Canada,ATM
TXN000249,ACCT00079,2025-01-27 00:00:00,1731.43,USD,WireTransfer,David King,France,Branch
TXN000250,ACCT00318,2025-01-27 00:00:00,1238.86,USD,Deposit,Diego Miller,France,Online
TXN000251,ACCT00215,2025-01-27 00:00:00,211.1,USD,Withdrawal,Anchor Imports,United States,Wire
